    Fid,Gender,Age,AttendanceRate,GPA,Major,University,Studentname,Institution_Type,Year
10.42.0.151-121.29.54.142-59446-80-6,Female,19,80.09,2.22,Business,"Stanford University, USA",Justin Cotton,Private,2023
172.217.6.238-10.42.0.151-443-43096-6,Male,21,81.63,3.37,Science,"Harvard University, USA",Gabriel Hernandez,Public,2023
172.217.11.46-10.42.0.151-443-59511-6,Female,19,68.64,2.18,Arts,"Stanford University, USA",George Martinez,Public,2023
10.42.0.211-52.84.143.156-35170-443-6,Male,21,75.63,3.93,Arts,"University of Cambridge, UK",Dale Totten,Private,2023
172.217.11.1-10.42.0.211-443-48082-6,Female,21,70.65,2.98,Business,"Harvard University, USA",Lee Noh,Public,2023
10.42.0.211-119.146.74.33-46476-443-6,Female,22,53.46,2.3,Science,"Harvard University, USA",Joey Presley,Private,2023
10.42.0.211-10.42.0.1-47580-53-17,Female,18,71.86,2.68,Engineering,"Stanford University, USA",Harold Pannenbacker,Private,2023
172.217.11.10-10.42.0.211-443-36099-6,Female,21,54.87,2.83,Engineering,"Harvard University, USA",Roger Delarosa,Public,2023
172.217.11.46-10.42.0.151-443-48207-6,Female,20,70.25,3.52,Education,"Stanford University, USA",Lawrence Spooner,Private,2023
172.217.12.174-10.42.0.42-443-35037-17,Male,23,79.65,3.49,Education,"Harvard University, USA",Jack Vandiver,Private,2023
10.42.0.211-10.42.0.1-22033-53-17,Male,24,78.97,3.22,Engineering,"Stanford University, USA",Mary Miller,Private,2023
172.217.10.238-10.42.0.42-443-39702-6,Male,18,83.13,2.21,Arts,"Harvard University, USA",Grace Warren,Private,2023
10.42.0.151-31.13.80.5-45770-443-6,Female,18,54.76,2.3,Arts,"Harvard University, USA",Brett Fishback,Private,2023
180.163.255.159-10.42.0.211-80-52117-6,Male,18,82.61,2.19,Education,"Stanford University, USA",James Adcock,Public,2023
172.217.3.100-10.42.0.211-443-60924-6,Female,22,65.61,3.15,Business,"Harvard University, USA",Sarah Maciel,Private,2023
10.42.0.211-123.125.29.138-41975-80-6,Female,21,69.95,3.75,Engineering,"Harvard University, USA",Robert Stone,Private,2023
172.217.7.10-10.42.0.211-443-36162-6,Male,22,92.9,2.87,Education,"Massachusetts Institute of Technology (MIT), USA",Stephen Bonavia,Public,2023
172.217.6.206-10.42.0.151-443-45231-6,Male,21,50.45,2.32,Education,"University of Oxford, UK",Nancy Kelly,Public,2023
222.73.28.96-10.42.0.211-80-33963-6,Female,22,79.42,3.12,Engineering,"Harvard University, USA",Charles Hughes,Private,2023
180.149.134.142-10.42.0.211-80-40436-6,Male,22,79.94,3.62,Engineering,"Harvard University, USA",Carole Soileau,Private,2023
203.205.147.229-10.42.0.151-80-36688-6,Female,23,69.83,3.48,Arts,"Harvard University, USA",Ronald Mcnealy,Private,2023
10.42.0.151-10.42.0.1-9263-53-17,Female,20,61.85,3.76,Business,"Massachusetts Institute of Technology (MIT), USA",Janis Robertson,Private,2023
172.217.1.174-10.42.0.42-443-49922-6,Female,22,61.73,2.56,Business,"Massachusetts Institute of Technology (MIT), USA",Cathleen Devries,Private,2023
10.42.0.211-10.42.0.1-2046-53-17,Female,23,94.19,2.39,Engineering,"Harvard University, USA",Josephine Garcia,Public,2023
180.163.251.231-10.42.0.211-80-39629-6,Female,19,72.1,3.76,Science,"California Institute of Technology (Caltech), USA",Tim Bean,Private,2023
172.217.6.202-10.42.0.151-443-52686-6,Male,20,66.54,3.32,Education,"Harvard University, USA",Glenna Laundree,Public,2023
10.42.0.42-106.39.169.66-43528-443-6,Male,22,72.44,2.62,Education,"Harvard University, USA",Edward Passmore,Public,2023
203.205.158.53-10.42.0.151-80-54288-6,Female,24,83.47,3.48,Engineering,"Harvard University, USA",Annette Silva,Private,2023
192.229.173.173-10.42.0.151-80-38581-6,Female,18,57.29,3.63,Science,"University of Oxford, UK",Robert Saran,Private,2023
183.79.248.124-10.42.0.211-443-40807-6,Male,19,72.47,3.23,Arts,"Harvard University, USA",Jami Riley,Public,2023
10.42.0.211-98.139.199.205-37100-443-6,Male,19,79.39,3.38,Engineering,"Harvard University, USA",Robert Benedetto,Private,2023
10.42.0.211-123.125.29.220-55822-80-6,Female,23,97.43,2.75,Engineering,"California Institute of Technology (Caltech), USA",Anna Klarich,Private,2023
182.22.24.252-10.42.0.211-443-52474-6,Male,19,62.63,3.08,Education,"Imperial College London, UK",Hazel Messana,Private,2023
172.217.11.3-10.42.0.151-443-58634-6,Female,20,67.96,3.05,Engineering,"University of Oxford, UK",James Copeland,Private,2023
172.217.6.194-10.42.0.211-443-38657-6,Male,22,68.97,3.7,Engineering,"Harvard University, USA",William Smith,Private,2023
182.254.5.234-10.42.0.211-80-47233-6,Female,22,80.28,3.68,Engineering,"Harvard University, USA",David Bretz,Private,2023
203.130.53.126-10.42.0.211-80-39365-6,Male,24,67.84,3.67,Education,"Stanford University, USA",Mary Daughrity,Private,2023
172.217.12.129-10.42.0.211-443-43129-6,Female,18,76.68,2.02,Arts,"Stanford University, USA",Susan Korfhage,Public,2023
239.255.255.250-10.42.0.1-1900-47045-17,Male,23,89.09,3.5,Arts,"Harvard University, USA",Joyce Love,Public,2023
10.42.0.211-66.198.178.90-50719-443-6,Male,18,85.27,3.52,Engineering,"University of Oxford, UK",Joshua Hatley,Public,2023
202.77.129.150-10.42.0.42-80-39283-6,Female,19,72.32,3.36,Education,"Harvard University, USA",William Turner,Private,2023
172.217.9.238-10.42.0.211-80-39662-6,Male,24,93.21,3.51,Arts,"Massachusetts Institute of Technology (MIT), USA",Arthur Mcneil,Private,2023
10.42.0.42-104.193.88.109-43934-80-6,Female,18,77.91,3.68,Arts,"University of Oxford, UK",Dorothy Green,Public,2023
10.42.0.211-10.42.0.1-9424-53-17,Male,20,77,2.94,Arts,"Harvard University, USA",Sylvia Grimmett,Public,2023
174.36.210.54-10.42.0.211-443-57584-6,Female,22,51.71,3,Education,"Harvard University, USA",Carolyn Maldonado,Private,2023
10.42.0.42-52.84.143.192-46890-80-6,Male,19,99.33,2.25,Education,"Stanford University, USA",Neal Weiss,Private,2023
140.205.34.4-10.42.0.211-443-49666-6,Female,24,56.15,2.77,Engineering,"Stanford University, USA",Richard Fullmer,Private,2023
10.42.0.151-10.42.0.1-4546-53-17,Male,18,61.56,3.29,Business,"Stanford University, USA",Gerard Caravati,Private,2023
208.185.50.55-10.42.0.211-443-56665-6,Female,23,52.58,3.56,Arts,"Stanford University, USA",Dustin Baylon,Private,2023
172.217.3.99-10.42.0.151-443-36341-6,Male,20,82,2.43,Business,"Stanford University, USA",Gerald Graham,Private,2023
172.217.6.202-10.42.0.151-443-55922-6,Female,20,61.24,2.28,Education,"Harvard University, USA",Ramona Ridgeway,Private,2023
172.217.3.110-10.42.0.151-443-38287-6,Female,18,59,3.33,Education,"Stanford University, USA",Robert Nolan,Public,2023
206.126.112.142-10.42.0.151-443-49187-6,Female,22,54.43,2,Education,"Stanford University, USA",Iva Hamilton,Public,2023
10.42.0.211-10.42.0.1-3918-53-17,Male,18,55.17,2.36,Business,"Harvard University, USA",Raymond Butler,Private,2023
202.77.129.230-10.42.0.211-80-44876-6,Female,19,79.23,2.06,Education,"Harvard University, USA",Jong Pinkett,Public,2023
10.42.0.151-104.244.43.131-48231-443-6,Male,18,84.41,2.33,Engineering,"University of Oxford, UK",Sandra Griffin,Public,2023
206.126.112.142-10.42.0.151-443-47418-6,Female,20,69.87,2.36,Education,"Stanford University, USA",Karon King,Public,2023
172.217.10.131-10.42.0.151-443-53240-6,Male,24,73.99,2.78,Science,"Massachusetts Institute of Technology (MIT), USA",Amanda Rosas,Private,2023
10.42.0.211-10.42.0.1-7499-53-17,Female,18,84.3,2.8,Business,"Harvard University, USA",George Huneycutt,Private,2023
10.42.0.211-10.42.0.1-33526-53-17,Male,22,50.87,3.75,Science,"Harvard University, USA",Heidi Jamon,Private,2023
10.42.0.211-10.42.0.1-15908-53-17,Male,24,66.16,3.02,Education,"Harvard University, USA",Edward Middleton,Private,2023
10.42.0.151-65.55.223.36-43477-40035-17,Female,23,98.65,3.45,Engineering,"Stanford University, USA",Michael Vazquez,Private,2023
172.217.7.196-10.42.0.211-443-55832-6,Male,21,79.01,2.21,Arts,"Stanford University, USA",Alfredia Susana,Private,2023
10.42.0.151-104.193.88.109-40160-80-6,Male,18,62.71,2.45,Education,"Harvard University, USA",Dennis Parizo,Public,2023
158.85.58.107-10.42.0.211-443-43601-6,Female,22,76.09,3.41,Engineering,"Harvard University, USA",Salvador Clark,Private,2023
172.217.10.35-10.42.0.42-443-48966-6,Male,24,67.13,2.11,Business,"Harvard University, USA",Joanne Rowald,Public,2023
10.42.0.211-66.198.24.243-52175-80-6,Male,22,76.61,2.97,Science,"University of Oxford, UK",Phyllis Paquette,Private,2023
172.217.12.195-10.42.0.151-443-40553-6,Male,23,56.29,3.2,Science,"Stanford University, USA",Juan Malone,Public,2023
10.42.0.151-10.42.0.1-40156-53-17,Female,20,56.64,3.2,Science,"Harvard University, USA",Verna Hamilton,Private,2023
172.217.7.196-10.42.0.151-443-37989-6,Male,22,57.18,2.05,Business,"Stanford University, USA",Kenneth Pace,Private,2023
10.42.0.211-10.42.0.1-63154-53-17,Female,24,96.99,2.64,Engineering,"University of Cambridge, UK",Cruz Branton,Private,2023
10.42.0.151-119.146.74.33-38817-443-6,Male,24,81.86,2.49,Education,"Harvard University, USA",Lisa Smith,Private,2023
10.42.0.151-104.192.108.27-45724-443-6,Male,23,99.03,2.95,Arts,"Harvard University, USA",Olga Ainley,Private,2023
10.42.0.211-58.63.236.212-45631-443-6,Male,19,95.17,2.79,Arts,"Stanford University, USA",Christy Miranda,Private,2023
180.149.136.194-10.42.0.42-80-49179-6,Male,20,82.33,3.1,Science,"Harvard University, USA",Marianne Turkel,Private,2023
10.42.0.151-10.42.0.1-21179-53-17,Male,23,84.66,3.49,Arts,"Stanford University, USA",Kathleen Gonzalez,Public,2023
10.42.0.211-23.208.26.242-42403-443-6,Male,19,52.58,3.43,Engineering,"Harvard University, USA",Kimberley Havens,Public,2023
10.42.0.211-119.146.74.33-47229-443-6,Male,24,83.5,3.04,Business,"Stanford University, USA",Dolores Ewert,Private,2023
10.42.0.211-10.42.0.1-64068-53-17,FeMale,23,52.21,3.64,Engineering,"Harvard University, USA",Lynn Roche,Public,2023
10.42.0.211-121.12.98.63-49720-80-6,Male,24,79.41,2.86,Education,"Harvard University, USA",Jason Trax,Private,2023
10.42.0.211-115.239.210.141-51788-80-6,Male,19,99.97,3.79,Business,"Stanford University, USA",Lisa Hamilton,Private,2023
203.205.158.38-10.42.0.211-80-39112-6,Male,24,77.79,2.14,Arts,"Harvard University, USA",Nancy Didonna,Private,2023
10.42.0.151-69.147.82.60-35078-443-6,Male,20,73.66,3.91,Education,"Harvard University, USA",Nigel Peacock,Private,2023
10.42.0.211-47.88.68.21-57241-443-6,Male,19,65.64,3.31,Business,"Massachusetts Institute of Technology (MIT), USA",Wilson Laflamme,Private,2023
10.42.0.151-23.199.25.36-48998-80-6,Male,19,56.03,2.76,Arts,"University of Oxford, UK",Edward Cobb,Private,2023
10.42.0.211-121.42.8.152-44999-8082-6,Male,19,86.55,2.39,Engineering,"Harvard University, USA",Cathleen Grant,Public,2023
172.217.10.45-10.42.0.151-443-41800-6,Male,18,59.63,2.96,Business,"Harvard University, USA",Andera Allen,Private,2023
183.79.248.124-10.42.0.211-443-40419-6,Male,18,55.76,2.39,Arts,"Harvard University, USA",Elizabeth Pince,Public,2023
172.217.3.110-10.42.0.151-443-45480-6,Male,18,71.09,2.33,Engineering,"Massachusetts Institute of Technology (MIT), USA",Lisa Bookout,Private,2023
180.163.255.159-10.42.0.151-443-43618-6,Male,20,89.77,3.23,Education,"Massachusetts Institute of Technology (MIT), USA",Virgil Gonce,Private,2023
202.77.129.150-10.42.0.211-80-54866-6,Male,23,87.25,3.05,Education,"Harvard University, USA",Richard Onisick,Public,2023
10.42.0.151-31.13.71.3-60642-443-6,FeMale,24,52.74,3.34,Education,"California Institute of Technology (Caltech), USA",Gilberte Hill,Public,2023
172.217.3.110-10.42.0.42-443-59130-6,Male,22,72.76,3.86,Education,"Harvard University, USA",Priscilla Wagner,Private,2023
151.101.116.166-10.42.0.211-443-42455-6,FeMale,19,76.12,3.06,Science,"Harvard University, USA",Helen Mccormack,Public,2023
199.59.150.44-10.42.0.151-443-45196-6,FeMale,24,82.23,3.16,Business,"Harvard University, USA",Ora Jefferies,Private,2023
182.22.25.252-10.42.0.151-80-47256-6,Male,19,82.51,2.18,Business,"University of Oxford, UK",Florence Harlow,Private,2023
10.42.0.42-40.117.100.83-36429-443-6,FeMale,20,68.23,3.44,Science,"Harvard University, USA",Kim Nevin,Private,2023
10.42.0.211-10.42.0.1-6007-53-17,Male,19,78.03,2.8,Arts,"Harvard University, USA",Renee Gutierrez,Private,2023
174.35.73.135-10.42.0.211-443-55967-6,Male,18,74.05,3.95,Arts,"California Institute of Technology (Caltech), USA",Ben Long,Private,2023
10.42.0.151-31.13.71.52-55031-80-6,Male,22,94.25,3.65,Education,"Imperial College London, UK",Thomas Powe,Public,2023
203.205.158.61-10.42.0.211-80-53333-6,FeMale,21,76.51,3.04,Engineering,"University of Oxford, UK",Robert Day,Private,2023
10.42.0.211-10.42.0.1-26091-53-17,Male,19,72.05,2.25,Arts,"Harvard University, USA",Margaret Sanchez,Private,2023
10.42.0.151-104.244.43.67-33913-443-6,Male,24,70.22,3.72,Engineering,"Harvard University, USA",Margaret Smith,Public,2023
10.42.0.1-10.42.0.42-53-49350-17,Male,18,78.62,3.6,Business,"Stanford University, USA",Alexis Jude,Public,2023
10.42.0.211-104.97.95.172-34787-80-6,FeMale,21,90.2,2.37,Engineering,"Stanford University, USA",Aline Perez,Private,2023
180.149.136.194-10.42.0.211-80-56962-6,FeMale,22,76.92,2.59,Business,"Harvard University, USA",Jenifer Baker,Public,2023
219.142.78.162-10.42.0.211-80-49174-6,Male,21,83.08,3.59,Science,"University of Oxford, UK",Heather Marshall,Public,2023
5.61.39.3-10.42.0.42-80-43125-6,Male,18,86.89,2.37,Science,"Harvard University, USA",Hettie Mcdonald,Private,2023
172.217.10.10-10.42.0.211-443-58909-6,Male,23,76.01,3.84,Education,"Massachusetts Institute of Technology (MIT), USA",Roman Gibbs,Private,2023
172.217.9.238-10.42.0.151-443-60166-6,FeMale,23,71.34,2.85,Arts,"University of Oxford, UK",George Zack,Private,2023
203.205.158.37-10.42.0.151-80-59937-6,Male,21,93.83,2.17,Education,"Harvard University, USA",Gerardo Roper,Private,2023
10.42.0.211-10.42.0.1-38998-53-17,FeMale,20,70.88,3.63,Business,"Harvard University, USA",Richard Runion,Public,2023
172.217.10.10-10.42.0.151-443-36046-6,Male,24,73.1,2.75,Education,"Stanford University, USA",Numbers Davino,Private,2023
10.42.0.1-10.42.0.42-53-43558-17,Male,24,99.52,3.05,Engineering,"Stanford University, USA",Erika Friou,Private,2023
10.42.0.211-103.7.30.118-46944-80-6,Male,21,50.01,2.22,Business,"Stanford University, USA",William Krausz,Private,2023
8.0.6.4-8.6.0.1-0-0-0,Male,19,59.27,2.01,Science,"Stanford University, USA",Adam Dube,Private,2023
183.79.253.231-10.42.0.211-443-50052-6,Male,19,69.2,3.28,Arts,"Stanford University, USA",Ralph Rann,Private,2023
10.42.0.211-67.129.144.41-50697-80-6,Male,24,96.63,3.03,Business,"Harvard University, USA",Nicholas Walker,Private,2023
10.42.0.151-104.244.43.99-50120-443-6,Male,24,53.5,3.19,Business,"Stanford University, USA",Barbara Woods,Public,2023
239.255.255.250-10.42.0.211-1900-59975-17,Male,23,50.47,3.59,Engineering,"Stanford University, USA",Jason Woll,Private,2023
10.42.0.211-52.84.1.220-35495-443-6,Male,20,52.63,3.29,Arts,"Harvard University, USA",Judy Willard,Private,2023
10.42.0.1-10.42.0.42-53-53004-17,Male,18,54.43,2.35,Science,"Harvard University, USA",Annie Witherspoon,Private,2023
10.42.0.211-104.97.95.172-36296-80-6,Male,19,51.88,2.72,Business,"University of Oxford, UK",Mary Browne,Public,2023
203.205.158.60-10.42.0.151-80-54550-6,Male,24,73.99,3.81,Business,"Stanford University, USA",Melissa Hill,Private,2023
172.217.12.206-10.42.0.151-80-43217-6,Male,23,79.04,3.54,Engineering,"Massachusetts Institute of Technology (MIT), USA",Steven Gilliam,Private,2023
216.58.219.238-10.42.0.151-443-42142-6,Male,22,63.58,3.11,Education,"Harvard University, USA",Frank Lopez,Private,2023
172.217.6.206-10.42.0.151-443-41083-6,Male,23,69.91,2.51,Science,"Harvard University, USA",Johnna Ford,Private,2023
10.42.0.42-66.198.178.124-49422-80-6,Male,19,54.58,2.6,Arts,"Harvard University, USA",Gloria Brown,Public,2023
172.217.10.99-10.42.0.211-443-55739-6,Male,19,66.82,3.46,Business,"Stanford University, USA",Miriam Silversmith,Private,2023
10.42.0.211-64.71.142.124-46905-443-6,Male,23,76.13,3.7,Business,"Stanford University, USA",Mary Redner,Public,2023
10.42.0.211-66.102.255.44-43113-443-6,Male,18,86.61,3.34,Science,"Harvard University, USA",James Nilsen,Private,2023
10.42.0.1-10.42.0.42-53-11971-17,Male,21,50.17,3.62,Education,"Harvard University, USA",Elizabeth Devane,Private,2023
174.35.73.97-10.42.0.211-80-54445-6,Male,19,73.37,3.53,Business,"Harvard University, USA",Helen Abbott,Private,2023
10.42.0.1-10.42.0.42-53-16110-17,Male,23,64.85,2.3,Science,"University of Oxford, UK",Robert Johnson,Private,2023
10.42.0.42-104.97.80.216-50863-443-6,FeMale,24,92.64,2.85,Engineering,"Stanford University, USA",Cecil Hoagland,Public,2023
10.42.0.211-104.254.66.16-48312-80-6,Male,23,85.78,2.31,Education,"Harvard University, USA",Vernon Moore,Public,2023
172.217.10.129-10.42.0.42-443-43320-6,Male,20,79.46,2.47,Arts,"Stanford University, USA",Shirley Aponte,Private,2023
10.42.0.211-103.235.46.212-60285-80-6,Male,21,63.86,3.74,Business,"University of Cambridge, UK",Horace Durham,Public,2023
10.42.0.211-35.160.180.157-57341-443-6,Male,22,95.52,2.95,Science,"Harvard University, USA",Jeff Mckie,Private,2023
10.42.0.151-52.197.242.223-51672-443-6,Male,18,52.26,3.07,Engineering,"Harvard University, USA",Elizabeth Antoniou,Public,2023
10.42.0.1-10.42.0.42-53-45996-17,Male,22,55.47,2.36,Arts,"Stanford University, USA",Margaret Chamberlain,Private,2023
10.42.0.42-62.138.0.117-58259-80-6,Male,21,69.58,2.62,Science,"Harvard University, USA",Alvin Brown,Private,2023
208.80.154.224-10.42.0.211-443-52109-6,Male,21,56.22,2.46,Science,"Harvard University, USA",Randy Beebe,Private,2023
10.42.0.211-10.42.0.1-48153-53-17,FeMale,21,97.82,2.41,Arts,"Stanford University, USA",Ellen Puckett,Private,2023
10.42.0.211-54.192.37.151-37041-80-6,Male,22,89.9,3.28,Engineering,"Stanford University, USA",Tamera Shine,Private,2023
172.217.8.3-10.42.0.42-443-49095-6,Male,24,62.95,2.51,Engineering,"Harvard University, USA",Barbara Starkes,Private,2023
182.22.25.124-10.42.0.151-443-56812-6,Male,21,79.43,3.26,Education,"Harvard University, USA",Milton Stump,Public,2023
169.45.248.108-10.42.0.151-443-33062-6,FeMale,23,99.12,2.12,Business,"University of Oxford, UK",John Devine,Private,2023
172.217.6.234-10.42.0.151-443-38983-6,Male,22,94.21,2.28,Arts,"Stanford University, USA",Larry Quimby,Private,2023
10.42.0.211-10.42.0.1-28208-53-17,Male,21,80.04,2.55,Arts,"Massachusetts Institute of Technology (MIT), USA",Julia Gomez,Private,2023
172.217.11.14-10.42.0.151-443-59031-6,Male,23,95.19,3.19,Arts,"Harvard University, USA",Amy Sanchez,Public,2023
10.42.0.42-104.193.88.102-56560-443-6,Male,24,99.46,3.35,Engineering,"Harvard University, USA",Steven Williams,Public,2023
10.42.0.211-10.42.0.1-45958-53-17,Male,20,87.17,2.89,Business,"Harvard University, USA",Jennifer Renshaw,Public,2023
10.42.0.42-52.192.237.93-56728-443-6,Male,24,53.25,2.89,Education,"Stanford University, USA",Raymond Williams,Public,2023
10.42.0.211-10.42.0.1-44256-53-17,Male,21,70.08,3.45,Science,"Stanford University, USA",Jackie Holmes,Public,2023
10.42.0.151-23.208.87.120-44274-80-6,Male,22,91.89,2.03,Science,"Harvard University, USA",Johnnie Cunningham,Private,2023
172.217.10.142-10.42.0.211-443-54927-6,Male,19,61.53,2.68,Arts,"Harvard University, USA",Albert Mcginnes,Private,2023
10.42.0.211-10.42.0.1-57702-53-17,FeMale,21,91.53,3.64,Business,"Harvard University, USA",Jeannie Thorp,Private,2023
10.42.0.211-31.13.80.37-33782-443-6,Male,19,56.02,3.21,Engineering,"University of Oxford, UK",Melissa Combs,Private,2023
173.194.175.102-10.42.0.211-443-50668-6,Male,23,52.35,2.67,Business,"Stanford University, USA",Jacqueline Angel,Private,2023
10.42.0.211-106.11.14.99-56099-443-6,FeMale,20,69.2,3.81,Business,"Harvard University, USA",Edward Castellano,Private,2023
10.42.0.211-23.206.125.17-34837-80-6,Male,18,51.84,3.55,Engineering,"Stanford University, USA",Paul Garrity,Public,2023
10.42.0.211-66.231.239.124-52898-443-6,FeMale,24,97.86,2.53,Arts,"University of Cambridge, UK",Kyle Shippey,Public,2023
10.42.0.42-106.11.94.27-57825-443-6,FeMale,20,91.31,3.29,Business,"Harvard University, USA",Amber Ball,Public,2023
172.217.5.227-10.42.0.211-443-37710-6,Male,21,90.04,3.19,Science,"Harvard University, USA",Sara Wright,Private,2023
10.42.0.151-54.209.13.204-60692-443-6,Male,19,81.49,2.8,Engineering,"Stanford University, USA",Mike Castleberry,Private,2023
10.42.0.151-31.13.71.3-43056-443-6,Male,24,60.82,2.73,Education,"Harvard University, USA",Shirley Langford,Public,2023
10.42.0.211-64.71.142.124-39749-443-6,FeMale,19,75.91,2.69,Arts,"Massachusetts Institute of Technology (MIT), USA",Christina Chiodo,Private,2023
10.42.0.211-123.59.190.237-48858-80-6,Male,22,79.86,3.23,Engineering,"Harvard University, USA",John Felix,Public,2023
174.35.73.107-10.42.0.211-443-53904-6,Male,19,76.25,2.88,Education,"Harvard University, USA",William Blanchette,Private,2023
10.42.0.211-10.42.0.1-57760-53-17,Male,22,63.01,3.66,Education,"Stanford University, USA",Michael Young,Public,2023
10.42.0.211-10.42.0.1-59950-53-17,Male,23,75.76,3.34,Business,"Harvard University, USA",Arturo Hicks,Public,2023
222.73.28.96-10.42.0.211-80-34329-6,Male,24,74.56,2.14,Business,"Harvard University, USA",Susan Jones,Public,2023
10.42.0.151-10.42.0.1-6275-53-17,Male,24,99.82,3.28,Business,"Stanford University, USA",Terry Albrecht,Private,2023
172.217.3.99-10.42.0.151-443-52494-6,FeMale,18,94.87,2.54,Engineering,"Stanford University, USA",Deborah Williams,Public,2023
158.85.48.247-10.42.0.42-5222-50344-6,Male,21,64.19,3.12,Engineering,"Harvard University, USA",Terry Gaskin,Public,2023
10.42.0.211-104.192.110.245-59866-443-6,Male,22,67.96,2.36,Arts,"Stanford University, USA",Sheryl Henkel,Public,2023
10.42.0.151-119.146.74.49-40038-443-6,Male,18,69.19,2.11,Business,"Harvard University, USA",Dessie Donahue,Public,2023
10.42.0.211-106.11.15.99-55925-443-6,Male,19,73.29,2.64,Education,"Stanford University, USA",William Kimrey,Public,2023
184.50.111.246-10.42.0.151-443-53508-6,FeMale,19,91.8,3.51,Science,"Harvard University, USA",John Loos,Private,2023
157.56.52.23-10.42.0.42-40033-53350-6,Male,18,61.79,2.54,Arts,"Harvard University, USA",Peggy Nazario,Private,2023
10.42.0.211-10.42.0.1-33844-53-17,Male,24,88.8,3.08,Engineering,"Stanford University, USA",Joshua Hernandez,Private,2023
10.42.0.151-119.146.74.33-38961-443-6,FeMale,19,70.27,3.46,Arts,"Harvard University, USA",Arthur Salmons,Private,2023
10.42.0.211-10.42.0.1-20395-53-17,Male,23,80.09,2.22,Arts,"Harvard University, USA",Sidney Ray,Private,2023
10.42.0.1-10.42.0.42-53-6024-17,FeMale,23,81.63,3.37,Arts,"Massachusetts Institute of Technology (MIT), USA",Franklin Bailey,Public,2023
172.217.6.227-10.42.0.42-443-37555-6,FeMale,18,68.64,2.18,Arts,"University of Oxford, UK",Curtis Tibbs,Private,2023
10.42.0.211-23.206.166.62-37011-80-6,FeMale,22,75.63,3.93,Science,"Harvard University, USA",Orlando Nies,Private,2023
10.42.0.151-103.7.30.118-56014-80-6,FeMale,22,70.65,2.98,Business,"Harvard University, USA",Kimberly Kelly,Private,2023
172.217.11.36-10.42.0.211-443-51674-6,Male,18,53.46,2.3,Education,"Harvard University, USA",Raymond Wade,Private,2023
172.217.9.234-10.42.0.151-443-47238-6,Male,22,71.86,2.68,Arts,"Massachusetts Institute of Technology (MIT), USA",Thomas Swaby,Public,2023
10.42.0.151-104.244.42.66-39960-443-6,Male,24,54.87,2.83,Arts,"Massachusetts Institute of Technology (MIT), USA",Kelly Thong,Private,2023
10.42.0.211-23.21.172.210-36346-443-6,Male,24,70.25,3.52,Arts,"Harvard University, USA",Edwin Parrales,Private,2023
10.42.0.211-10.42.0.1-21610-53-17,Male,22,79.65,3.49,Business,"California Institute of Technology (Caltech), USA",Alice Mansfield,Private,2023
10.42.0.211-52.84.29.154-55869-443-6,Male,23,78.97,3.22,Engineering,"Harvard University, USA",William Doud,Private,2023
203.205.158.60-10.42.0.151-80-39572-6,FeMale,22,83.13,2.21,Engineering,"Harvard University, USA",Larry Bermudez,Private,2023
10.42.0.211-88.212.201.193-51676-443-6,Male,24,54.76,2.3,Science,"Harvard University, USA",Lawrence Racine,Private,2023
10.42.0.211-123.125.29.220-55782-80-6,Male,20,82.61,2.19,Engineering,"University of Oxford, UK",Marion Cropp,Private,2023
180.149.136.194-10.42.0.211-80-42382-6,Male,21,65.61,3.15,Arts,"Harvard University, USA",Helen Hall,Public,2023
216.58.219.238-10.42.0.151-443-55624-6,Male,19,69.95,3.75,Arts,"Harvard University, USA",Holly Wilson,Public,2023
202.77.129.150-10.42.0.42-443-54207-6,Male,20,92.9,2.87,Arts,"California Institute of Technology (Caltech), USA",Otis Aguilera,Private,2023
192.229.173.173-10.42.0.151-80-56305-6,Male,22,50.45,2.32,Science,"Imperial College London, UK",Joseph Paige,Public,2023
172.217.12.170-10.42.0.211-443-35387-6,Male,23,79.42,3.12,Arts,"University of Oxford, UK",Tasha Allen,Private,2023
220.243.225.102-10.42.0.211-80-33754-6,Male,18,79.94,3.62,Engineering,"Harvard University, USA",Richard Knell,Private,2023
202.77.129.230-10.42.0.211-80-49775-6,Male,22,69.83,3.48,Business,"Harvard University, USA",Trey Mclavrin,Private,2023
172.217.10.142-10.42.0.151-443-41476-6,Male,23,61.85,3.76,Business,"Stanford University, USA",Kanesha Sheppard,Private,2023
10.42.0.151-104.244.42.2-51089-443-6,FeMale,21,61.73,2.56,Education,"Stanford University, USA",Raymond Simmons,Public,2023
239.255.255.250-10.42.0.211-1900-58586-17,FeMale,22,94.19,2.39,Engineering,"Harvard University, USA",Samuel Mosley,Public,2023
10.42.0.1-10.42.0.42-53-31451-17,Male,24,72.1,3.76,Arts,"University of Oxford, UK",Travis Oglesby,Public,2023
157.55.130.155-10.42.0.211-40008-60774-17,Male,18,66.54,3.32,Business,"Harvard University, USA",John Avila,Private,2023
10.42.0.151-72.21.207.148-35575-443-6,FeMale,23,72.44,2.62,Engineering,"Massachusetts Institute of Technology (MIT), USA",Donna Weaver,Private,2023
182.22.25.252-10.42.0.211-443-38769-6,Male,23,83.47,3.48,Business,"University of Oxford, UK",Minnie Lafountain,Private,2023
172.217.10.10-10.42.0.151-443-46881-6,Male,23,57.29,3.63,Arts,"Harvard University, USA",Bill Pounds,Private,2023
